site,Coyote,Fisher,Lynx,Red squirrel,Spruce grouse,Staff,White-tailed deer,Black bear,Marten,Snowshoe hare,Unknown,Unknown deer,Caribou,Grey jay,Other birds,Otter,Unknown mustelid,Grey wolf,Red fox,Short-tailed weasel,Domestic dog,Unknown canid,Other,Moose,Unknown ungulate,Ruffed grouse,Cougar,Wolverine,ATVer,Human,Canada goose,Raven,Unknown bear,Snowmobiler,Hiker,Striped skunk
LU09_86,6,1,1,4,0,2,9,4,2,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LU09_87,13,1,0,1,0,2,6,1,0,71,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU09_90,4,0,2,0,1,2,0,7,0,3,1,0,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LU09_93,17,0,0,1,0,2,82,4,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU09_94,6,0,1,1,0,2,42,2,3,0,2,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU09_96,5,2,0,0,1,2,8,2,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU09_98,9,2,2,3,0,2,0,1,0,4,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_100,0,0,1,17,1,2,0,4,0,48,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_102,0,3,1,24,7,2,3,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_105,0,2,0,0,0,2,0,27,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LU14_110,0,0,1,3,0,2,0,0,0,6,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_114,0,0,3,3,0,2,0,2,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU14_115,0,1,24,11,3,3,0,11,0,7,2,0,0,6,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU14_120,0,2,1,24,3,2,0,2,13,11,2,0,0,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LU14_121,0,1,0,15,1,2,0,1,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LU14_131,0,1,12,9,3,2,0,15,1,13,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU14_135,0,1,0,3,3,2,0,3,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_16,0,0,5,38,0,2,0,3,0,62,3,0,0,10,0,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU14_17,0,0,2,0,0,2,0,10,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LU14_19,5,5,2,4,0,2,1,9,0,75,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LU14_20,0,4,0,0,1,2,1,13,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_250,0,3,2,26,3,2,4,3,5,0,3,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
LU14_3,0,1,0,1,0,2,2,36,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LU14_30,0,2,0,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0
LU14_31,0,0,2,48,2,2,0,15,2,36,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU14_33,0,3,0,2,0,2,0,7,4,2,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
LU14_37,0,0,0,6,0,2,6,17,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
LU14_47,0,6,0,27,2,2,9,7,12,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
LU14_48,0,0,0,31,1,2,2,18,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0
LU14_49,0,1,0,0,0,2,4,12,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LU14_51,0,4,2,49,0,2,2,18,0,16,9,0,0,0,1,0,0,3,0,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
LU14_54,3,3,0,0,0,2,0,47,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
LU14_56,0,8,9,22,0,2,1,3,1,14,8,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
LU14_61,2,9,4,12,3,2,0,2,2,10,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
LU14_62,0,0,1,0,0,3,0,4,0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0
LU14_63,0,1,1,31,0,2,0,25,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LU14_66,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU14_7,3,1,1,4,1,2,0,4,10,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_70,0,0,2,17,1,1,0,0,0,24,3,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU14_71,0,0,0,0,0,2,0,8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
LU14_72,0,0,2,0,0,2,0,19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
LU14_74,0,0,12,21,0,2,1,9,0,5,0,0,0,1,0,0,0,8,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
LU14_75,1,0,1,19,1,2,0,9,0,14,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU14_76,2,2,2,13,0,2,1,6,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU14_78,1,0,0,7,0,2,8,2,6,0,6,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0
LU14_8,6,8,6,35,1,2,2,25,2,12,2,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LU14_80,1,13,4,6,0,2,4,35,3,0,4,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
LU14_84,0,1,1,1,0,1,0,7,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LU14_85,1,0,1,1,0,2,0,11,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LU14_86,0,0,3,5,0,2,5,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LU14_88,1,3,1,5,1,2,1,7,1,14,1,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LU14_9,3,3,0,23,2,1,1,17,6,12,7,0,0,0,1,0,2,0,1,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
LU14_91,0,0,1,47,1,2,0,6,0,6,5,0,0,0,1,0,1,1,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0
LU14_92,0,1,3,3,0,2,2,16,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU14_96,1,1,1,2,0,2,6,18,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
LU14_97,0,1,0,0,0,2,2,8,1,13,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU16_15,15,0,10,14,0,2,0,5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0
LU16_2,2,0,7,9,4,2,0,1,0,54,1,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU16_20,11,0,5,44,0,2,0,14,0,82,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU16_200,13,2,17,3,6,2,2,25,0,177,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU16_201,6,0,0,2,1,2,3,18,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
LU16_202,3,2,1,8,0,2,0,11,1,11,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
LU16_203,13,1,3,4,0,2,2,8,0,214,22,0,0,1,1,0,0,4,0,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
LU16_22,8,0,1,2,2,2,0,1,2,19,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_23,11,0,1,2,0,2,0,6,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LU16_24,18,0,20,1,0,2,0,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LU16_25,25,0,1,1,0,2,8,5,1,40,0,0,0,0,0,0,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LU16_26,26,1,10,28,4,2,0,4,0,35,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
LU16_270,10,4,0,11,0,3,42,31,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
LU16_28,5,1,2,0,0,3,12,28,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
LU16_3,4,0,4,11,0,2,0,10,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
LU16_300,5,0,3,0,0,2,1,7,0,46,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LU16_301,12,0,4,0,0,2,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LU16_302,4,0,3,3,0,2,0,6,0,19,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
LU16_303,4,0,4,0,0,2,0,2,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
LU16_313,14,0,1,2,0,2,16,2,2,13,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU16_314,8,0,3,0,0,2,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LU16_36,16,0,17,30,5,2,2,31,0,50,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1
LU16_37,0,0,0,4,0,2,6,46,1,4,1,0,0,0,1,0,0,2,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0
LU16_49,20,1,1,6,0,2,23,3,0,7,7,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU16_52,14,0,2,6,0,2,17,9,0,36,3,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LU16_54,9,2,1,2,0,2,17,18,2,11,2,0,0,0,1,0,1,0,1,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
LU16_55,9,1,0,1,0,1,3,4,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_57,12,0,0,4,0,2,25,16,3,1,0,0,0,0,5,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_58,4,3,1,18,0,2,12,7,0,8,5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU16_60,9,0,1,36,1,2,5,7,1,10,3,0,0,0,1,0,0,1,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
LU16_62,3,0,0,20,0,2,9,7,9,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_63,17,5,1,12,0,2,1,7,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LU16_64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_67,17,9,2,17,0,2,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
LU16_68,2,0,0,12,0,2,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_69,1,0,1,5,0,2,0,29,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LU16_70,6,0,0,48,0,2,1,18,10,0,2,0,0,0,2,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
LU16_71,1,0,0,15,0,2,1,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_72,4,2,5,63,1,2,2,6,1,215,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
LU16_73,4,0,1,95,0,2,5,8,7,3,8,1,0,1,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LU16_74,9,2,19,352,2,2,1,19,2,321,31,0,0,0,16,0,1,0,0,2,0,0,1,2,0,54,0,0,0,0,0,0,0,0,0,0
LU16_75,6,0,0,1,0,2,5,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_77,0,0,0,6,0,2,2,4,4,0,3,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16_80,3,1,0,0,0,2,8,2,1,0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU16_81,1,0,0,20,0,2,1,1,2,0,3,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LU16_83,7,3,2,18,2,2,3,10,1,16,2,0,0,1,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
LU16_84,7,1,5,17,0,2,6,9,0,19,2,0,0,0,6,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
LU16_85,2,1,1,10,2,2,9,20,1,50,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LU16_88,7,0,3,15,0,2,0,8,0,2,5,0,1,0,1,0,0,3,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
LU22_101,0,0,0,0,0,2,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
LU22_103,2,2,1,0,0,2,2,5,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_107,0,3,0,0,0,2,3,4,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LU22_11,1,1,4,81,2,2,1,1,0,61,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_110,8,3,2,2,0,2,6,13,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_15,0,6,0,33,0,2,2,4,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_17,3,2,0,1,0,2,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_18,7,5,3,1,1,2,1,31,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_21,4,2,3,2,2,2,1,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_22,15,1,1,6,0,2,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_25,1,1,0,0,0,2,2,5,1,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_29,3,3,2,0,0,2,2,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LU22_30,2,22,0,5,0,2,1,7,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_32,3,1,0,2,0,2,4,8,1,16,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_33,1,3,5,13,1,2,2,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_34,0,2,3,0,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_35,1,11,0,3,0,2,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_36,20,4,0,2,0,2,0,3,0,24,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_38,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_4,2,0,1,0,0,2,0,4,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU22_40,1,6,0,129,0,2,0,3,9,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LU22_44,14,3,1,0,0,2,8,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LU22_46,1,1,0,2,0,2,3,3,6,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
